S;2018.01.3;38;80
U;2018.01.3;23;63
U;2018.01.3;30;13
U;2018.01.3;21;77
S;2018.01.3;45;49
S;2018.01.3;26;36
S;2018.01.3;30;53
U;2018.01.3;17;91
U;2018.01.3;18;64
S;2018.01.3;5;90
S;2018.01.3;45;25
U;2018.01.3;31;34
U;2018.01.3;3;16
S;2018.01.3;47;48
U;2018.01.3;29;73
S;2018.01.3;22;6
U;2018.01.3;16;79
S;2018.01.3;39;87
S;2018.01.3;42;62
U;2018.01.3;26;3
S;2018.01.3;2;83
S;2018.01.3;35;34
S;2018.01.3;1;48
S;2018.01.3;16;14
U;2018.01.3;1;33
U;2018.01.3;18;7
U;2018.01.3;24;86
U;2018.01.3;47;95
U;2018.01.3;30;7
U;2018.01.3;48;43
U;2018.01.3;25;25
U;2018.01.3;5;82
U;2018.01.3;19;2
U;2018.01.4;12;81
U;2018.01.4;40;26
S;2018.01.4;37;33
U;2018.01.4;19;98
U;2018.01.4;10;19
S;2018.01.4;35;86
U;2018.01.4;5;74
U;2018.01.4;37;38
U;2018.01.4;49;15
S;2018.01.4;36;41
U;2018.01.4;46;85
U;2018.01.4;6;57
S;2018.01.4;18;61
U;2018.01.4;20;28
U;2018.01.4;28;94
U;2018.01.4;16;18
S;2018.01.4;46;80
U;2018.01.4;31;91
U;2018.01.4;26;48
U;2018.01.4;30;60
S;2018.01.4;11;37
S;2018.01.4;7;93
U;2018.01.4;41;67
S;2018.01.4;11;21
U;2018.01.4;1;54
S;2018.01.4;19;60
U;2018.01.4;14;83
U;2018.01.4;41;66
U;2018.01.4;5;42
S;2018.01.4;14;78
S;2018.01.4;28;11
S;2018.01.4;28;59
U;2018.01.4;40;76
S;2018.01.4;40;91
S;2018.01.5;31;96
U;2018.01.5;23;78
U;2018.01.5;39;23
S;2018.01.5;18;69
U;2018.01.5;14;54
U;2018.01.5;50;3
U;2018.01.5;32;62
U;2018.01.5;36;33
U;2018.01.5;32;20
U;2018.01.5;45;4
S;2018.01.5;35;40
S;2018.01.5;28;7
S;2018.01.5;20;10
U;2018.01.5;40;53
S;2018.01.5;48;79
S;2018.01.5;42;36
U;2018.01.5;31;38
U;2018.01.5;43;59
U;2018.01.5;6;44
S;2018.01.5;35;84
S;2018.01.5;34;55
S;2018.01.5;42;37
U;2018.01.5;44;64
S;2018.01.5;46;78
U;2018.01.5;15;6
U;2018.01.5;45;50
U;2018.01.5;12;39
U;2018.01.5;30;8
U;2018.01.5;5;60
U;2018.01.5;31;47
U;2018.01.5;38;33
S;2018.01.5;11;4
S;2018.01.5;6;2
U;2018.01.5;8;63
U;2018.01.5;13;30
U;2018.01.5;42;69
S;2018.01.5;28;53
U;2018.01.5;18;21
U;2018.01.5;25;2
U;2018.01.5;15;60
U;2018.01.5;31;49
S;2018.01.5;26;99
U;2018.01.6;21;16
U;2018.01.6;2;68
U;2018.01.6;9;76
U;2018.01.6;41;63
U;2018.01.6;3;54
U;2018.01.6;4;91
U;2018.01.6;29;35
U;2018.01.6;42;21
S;2018.01.6;33;89
S;2018.01.6;38;94
U;2018.01.6;21;85
U;2018.01.6;20;49
U;2018.01.6;33;18
S;2018.01.6;50;60
S;2018.01.6;41;28
U;2018.01.6;15;43
U;2018.01.6;39;16
U;2018.01.6;36;67
U;2018.01.6;45;56
U;2018.01.6;4;66
U;2018.01.6;42;22
S;2018.01.6;23;93
U;2018.01.6;24;72
S;2018.01.6;20;7
S;2018.01.6;39;96
S;2018.01.6;14;34
S;2018.01.6;20;69
U;2018.01.6;14;93
U;2018.01.6;37;85
U;2018.01.6;7;74
U;2018.01.7;33;99
U;2018.01.7;46;83
S;2018.01.7;24;5
U;2018.01.7;1;62
U;2018.01.7;40;9
S;2018.01.7;12;14
U;2018.01.7;42;42
U;2018.01.7;37;39
S;2018.01.7;28;86
U;2018.01.7;9;41
S;2018.01.7;45;34
S;2018.01.7;12;54
S;2018.01.7;12;46
S;2018.01.7;7;4
U;2018.01.7;14;61
S;2018.01.7;9;5
U;2018.01.7;40;14
S;2018.01.7;9;46
U;2018.01.7;12;87
S;2018.01.7;1;100
U;2018.01.7;25;97
U;2018.01.7;43;56
U;2018.01.7;39;75
U;2018.01.7;28;54
S;2018.01.7;14;3
U;2018.01.7;22;59
U;2018.01.7;10;93
S;2018.01.7;3;61
U;2018.01.7;17;11
U;2018.01.7;43;27
S;2018.01.7;30;55
S;2018.01.7;47;60
S;2018.01.7;30;88
U;2018.01.7;38;28
U;2018.01.7;41;76
S;2018.01.7;47;61
U;2018.01.7;46;44
U;2018.01.8;3;35
U;2018.01.8;36;23
U;2018.01.8;14;79
S;2018.01.8;35;57
S;2018.01.8;21;34
U;2018.01.8;48;49
U;2018.01.8;9;2
S;2018.01.8;29;6
S;2018.01.8;17;57
U;2018.01.8;27;54
S;2018.01.8;36;32
U;2018.01.8;24;84
U;2018.01.8;25;3
S;2018.01.8;35;56
S;2018.01.8;44;6
S;2018.01.8;14;42
U;2018.01.8;27;41
U;2018.01.8;41;90
S;2018.01.8;4;17
S;2018.01.8;14;96
U;2018.01.8;18;60
U;2018.01.8;4;52
S;2018.01.8;32;67
S;2018.01.8;9;38
U;2018.01.8;16;26
S;2018.01.8;48;78
S;2018.01.8;34;7
S;2018.01.8;24;59
S;2018.01.8;6;8
S;2018.01.8;40;22
S;2018.01.8;46;19
S;2018.01.8;23;57
S;2018.01.8;16;72
U;2018.01.8;42;53
U;2018.01.8;16;35
U;2018.01.8;48;97
U;2018.01.8;47;67
U;2018.01.8;24;25
U;2018.01.9;22;73
U;2018.01.9;3;90
U;2018.01.9;9;94
U;2018.01.9;5;95
S;2018.01.9;49;17
U;2018.01.9;18;39
U;2018.01.9;43;29
U;2018.01.9;46;1
U;2018.01.9;23;28
U;2018.01.9;5;75
S;2018.01.9;12;31
S;2018.01.9;43;77
S;2018.01.9;9;19
U;2018.01.9;37;65
U;2018.01.9;10;67
U;2018.01.9;11;77
S;2018.01.9;9;40
S;2018.01.9;15;50
S;2018.01.9;15;26
S;2018.01.9;22;36
U;2018.01.9;16;79
U;2018.01.9;49;93
S;2018.01.9;40;10
U;2018.01.9;18;76
S;2018.01.9;5;83
S;2018.01.9;30;67
U;2018.01.9;1;84
U;2018.01.10;2;52
U;2018.01.10;48;81
U;2018.01.10;1;69
U;2018.01.10;6;53
S;2018.01.10;14;39
U;2018.01.10;26;15
S;2018.01.10;42;82
U;2018.01.10;5;76
U;2018.01.10;46;18
S;2018.01.10;7;18
U;2018.01.10;7;81
U;2018.01.10;39;31
U;2018.01.10;4;92
U;2018.01.10;49;22
S;2018.01.10;2;10
U;2018.01.10;30;41
S;2018.01.10;11;70
S;2018.01.10;30;92
S;2018.01.10;9;76
U;2018.01.10;47;13
U;2018.01.10;2;57
S;2018.01.10;35;60
U;2018.01.10;4;79
S;2018.01.10;33;59
S;2018.01.10;1;69
S;2018.01.10;20;100
U;2018.01.10;1;23
S;2018.01.10;13;50
S;2018.01.10;5;48
U;2018.01.10;16;69
U;2018.01.10;32;45
S;2018.01.10;2;37
S;2018.01.10;27;67
U;2018.01.10;2;61
U;2018.01.10;10;71
S;2018.01.10;2;17
S;2018.01.10;26;73
S;2018.01.11;26;28
U;2018.01.11;32;83
U;2018.01.11;4;71
U;2018.01.11;17;8
S;2018.01.11;28;77
U;2018.01.11;34;71
U;2018.01.11;44;47
S;2018.01.11;12;43
S;2018.01.11;46;97
U;2018.01.11;25;69
U;2018.01.11;24;27
U;2018.01.11;12;70
U;2018.01.11;19;69
U;2018.01.11;4;60
U;2018.01.11;4;75
U;2018.01.11;38;37
S;2018.01.11;41;67
U;2018.01.11;35;6
U;2018.01.11;3;37
S;2018.01.11;28;62
S;2018.01.11;10;35
U;2018.01.11;17;11
S;2018.01.11;11;97
U;2018.01.11;12;57
U;2018.01.11;13;4
S;2018.01.11;33;46
S;2018.01.11;42;1
S;2018.01.11;7;64
S;2018.01.11;29;87
S;2018.01.11;45;49
U;2018.01.11;25;29
U;2018.01.11;24;35
S;2018.01.11;20;67
S;2018.01.11;1;74
U;2018.01.11;7;13
S;2018.01.11;23;84
U;2018.01.11;48;57
U;2018.01.11;26;92
U;2018.01.12;34;36
U;2018.01.12;27;61
U;2018.01.12;40;31
U;2018.01.12;17;78
S;2018.01.12;14;88
S;2018.01.12;30;100
S;2018.01.12;43;36
S;2018.01.12;20;37
S;2018.01.12;39;39
S;2018.01.12;17;30
U;2018.01.12;36;6
U;2018.01.12;38;79
U;2018.01.12;31;29
U;2018.01.12;16;94
U;2018.01.12;5;61
U;2018.01.12;1;78
U;2018.01.12;1;34
U;2018.01.12;49;55
S;2018.01.12;12;83
S;2018.01.12;23;4
U;2018.01.12;46;45
S;2018.01.12;6;45
S;2018.01.12;17;69
U;2018.01.12;45;2
U;2018.01.12;7;83
U;2018.01.12;7;88
S;2018.01.12;34;44
U;2018.01.12;15;49
U;2018.01.12;16;60
S;2018.01.12;2;7
S;2018.01.12;9;72
U;2018.01.12;36;81
U;2018.01.13;50;61
S;2018.01.13;25;18
U;2018.01.13;4;38
U;2018.01.13;33;19
S;2018.01.13;32;42
U;2018.01.13;28;26
S;2018.01.13;7;100
S;2018.01.13;2;44
U;2018.01.13;33;82
U;2018.01.13;18;9
U;2018.01.13;15;75
U;2018.01.13;28;75
S;2018.01.13;10;10
S;2018.01.13;14;96
S;2018.01.13;32;48
U;2018.01.13;28;90
S;2018.01.13;4;8
S;2018.01.13;35;63
U;2018.01.13;5;41
S;2018.01.13;32;16
S;2018.01.13;2;72
U;2018.01.13;50;30
U;2018.01.13;4;47
U;2018.01.13;42;63
U;2018.01.13;1;77
S;2018.01.13;12;100
S;2018.01.13;4;79
U;2018.01.13;25;40
S;2018.01.13;34;47
U;2018.01.13;28;32
U;2018.01.13;40;13
S;2018.01.13;19;41
U;2018.01.13;10;24
U;2018.01.13;29;60
S;2018.01.13;10;20
S;2018.01.13;44;29
S;2018.01.13;41;54
S;2018.01.13;46;42
U;2018.01.13;39;84
S;2018.01.13;12;28
U;2018.01.13;42;97
S;2018.01.13;25;20
U;2018.01.13;47;12
U;2018.01.13;33;97
S;2018.01.13;37;56
S;2018.01.14;21;49
S;2018.01.14;25;13
S;2018.01.14;10;41
S;2018.01.14;6;77
U;2018.01.14;17;14
U;2018.01.14;5;88
S;2018.01.14;34;89
U;2018.01.14;40;86
U;2018.01.14;4;58
U;2018.01.14;18;72
U;2018.01.14;26;56
U;2018.01.14;14;93
S;2018.01.14;34;65
U;2018.01.14;40;34
U;2018.01.14;14;99
U;2018.01.14;7;5
S;2018.01.14;49;90
S;2018.01.14;40;62
S;2018.01.14;6;51
S;2018.01.14;34;58
U;2018.01.14;41;51
U;2018.01.14;3;14
S;2018.01.14;24;32
U;2018.01.14;49;87
S;2018.01.14;11;99
S;2018.01.14;37;54
U;2018.01.14;7;30
U;2018.01.14;17;66
S;2018.01.14;18;26
U;2018.01.14;32;94
U;2018.01.14;16;8
U;2018.01.14;49;88
S;2018.01.14;11;63
U;2018.01.14;28;50
U;2018.01.14;42;74
S;2018.01.14;5;84
U;2018.01.14;43;73
S;2018.01.14;16;84
S;2018.01.14;41;57
U;2018.01.14;43;86
S;2018.01.14;33;78
U;2018.01.15;17;24
U;2018.01.15;13;72
U;2018.01.15;35;79
S;2018.01.15;13;11
U;2018.01.15;29;47
U;2018.01.15;2;49
S;2018.01.15;38;82
U;2018.01.15;29;23
S;2018.01.15;15;79
U;2018.01.15;50;65
U;2018.01.15;24;5
U;2018.01.15;26;35
U;2018.01.15;27;39
U;2018.01.15;16;24
S;2018.01.15;2;67
U;2018.01.15;1;76
S;2018.01.15;40;28
U;2018.01.15;24;49
S;2018.01.15;16;89
S;2018.01.15;21;96
U;2018.01.15;24;88
U;2018.01.15;7;54
U;2018.01.15;33;83
U;2018.01.15;35;27
U;2018.01.15;29;7
U;2018.01.15;48;72
U;2018.01.15;42;59
U;2018.01.15;20;15
S;2018.01.15;46;67
S;2018.01.15;42;32
U;2018.01.15;48;94
S;2018.01.15;8;53
S;2018.01.15;6;72
U;2018.01.15;29;62
U;2018.01.15;26;34
U;2018.01.16;33;69
U;2018.01.16;48;43
S;2018.01.16;7;15
S;2018.01.16;20;23
U;2018.01.16;8;60
U;2018.01.16;32;13
S;2018.01.16;44;64
U;2018.01.16;35;4
U;2018.01.16;35;57
U;2018.01.16;17;30
U;2018.01.16;24;67
U;2018.01.16;42;61
U;2018.01.16;12;4
U;2018.01.16;40;33
S;2018.01.16;24;35
U;2018.01.16;8;20
S;2018.01.16;21;23
U;2018.01.16;43;79
U;2018.01.16;8;18
U;2018.01.16;26;58
U;2018.01.16;26;84
S;2018.01.16;49;100
U;2018.01.16;38;20
U;2018.01.16;35;81
S;2018.01.16;19;34
S;2018.01.16;17;19
U;2018.01.16;37;92
U;2018.01.16;47;17
S;2018.01.16;32;8
U;2018.01.16;47;86
S;2018.01.16;23;36
U;2018.01.16;27;71
U;2018.01.16;43;39
U;2018.01.16;18;17
U;2018.01.16;16;94
S;2018.01.17;28;90
S;2018.01.17;24;100
U;2018.01.17;29;42
S;2018.01.17;25;100
U;2018.01.17;33;81
U;2018.01.17;24;85
S;2018.01.17;31;6
S;2018.01.17;33;28
S;2018.01.17;14;12
U;2018.01.17;13;20
U;2018.01.17;30;16
S;2018.01.17;35;100
S;2018.01.17;38;23
S;2018.01.17;8;56
U;2018.01.17;36;2
U;2018.01.17;29;43
S;2018.01.17;43;93
U;2018.01.17;32;1
U;2018.01.17;39;72
U;2018.01.17;47;3
U;2018.01.17;45;68
S;2018.01.17;29;47
S;2018.01.17;44;13
S;2018.01.17;33;93
U;2018.01.17;2;61
U;2018.01.17;12;35
S;2018.01.17;50;53
U;2018.01.17;13;23
U;2018.01.17;20;68
U;2018.01.17;16;62
U;2018.01.17;6;83
U;2018.01.17;27;5
U;2018.01.17;35;50
U;2018.01.17;36;20
S;2018.01.17;42;10
S;2018.01.17;38;20
S;2018.01.17;24;29
S;2018.01.17;41;22
U;2018.01.17;43;12
U;2018.01.17;1;66
S;2018.01.18;48;80
S;2018.01.18;10;56
U;2018.01.18;10;59
S;2018.01.18;32;90
U;2018.01.18;40;63
S;2018.01.18;10;80
U;2018.01.18;8;24
S;2018.01.18;34;56
S;2018.01.18;37;73
U;2018.01.18;10;25
S;2018.01.18;16;18
U;2018.01.18;21;19
S;2018.01.18;40;44
U;2018.01.18;28;72
S;2018.01.18;26;81
U;2018.01.18;14;61
U;2018.01.18;45;99
U;2018.01.18;10;64
U;2018.01.18;30;85
S;2018.01.18;23;84
U;2018.01.18;30;6
U;2018.01.18;7;26
U;2018.01.18;8;72
U;2018.01.18;27;65
U;2018.01.18;4;96
S;2018.01.18;46;84
S;2018.01.18;18;27
U;2018.01.18;41;54
S;2018.01.18;20;50
S;2018.01.18;36;42
S;2018.01.18;48;31
U;2018.01.18;41;37
U;2018.01.18;14;39
S;2018.01.18;6;58
S;2018.01.18;48;46
S;2018.01.19;34;27
S;2018.01.19;46;61
S;2018.01.19;20;17
U;2018.01.19;34;67
S;2018.01.19;36;98
S;2018.01.19;28;91
U;2018.01.19;9;9
S;2018.01.19;18;46
S;2018.01.19;10;74
U;2018.01.19;47;85
S;2018.01.19;4;88
U;2018.01.19;1;6
U;2018.01.19;12;69
U;2018.01.19;23;35
U;2018.01.19;35;84
U;2018.01.19;19;39
U;2018.01.19;30;86
U;2018.01.19;38;50
U;2018.01.19;14;58
S;2018.01.19;44;82
U;2018.01.19;46;26
S;2018.01.19;33;86
U;2018.01.19;3;60
S;2018.01.19;50;4
U;2018.01.19;25;77
U;2018.01.19;37;53
U;2018.01.19;10;49
U;2018.01.19;39;29
S;2018.01.19;1;42
U;2018.01.19;23;21
U;2018.01.19;39;75
S;2018.01.19;35;57
S;2018.01.19;25;83
S;2018.01.19;43;69
U;2018.01.19;43;37
U;2018.01.19;38;80
S;2018.01.19;26;31
S;2018.01.19;15;8
S;2018.01.19;47;62
U;2018.01.19;21;98
S;2018.01.19;24;70
S;2018.01.19;28;1
U;2018.01.19;31;36
U;2018.01.19;28;4
U;2018.01.19;40;61
U;2018.01.19;41;5
U;2018.01.19;12;85
S;2018.01.20;23;39
S;2018.01.20;37;13
U;2018.01.20;4;42
U;2018.01.20;29;3
U;2018.01.20;50;17
U;2018.01.20;7;81
U;2018.01.20;1;68
U;2018.01.20;35;17
U;2018.01.20;34;71
U;2018.01.20;7;81
S;2018.01.20;5;71
U;2018.01.20;4;6
S;2018.01.20;46;87
U;2018.01.20;12;58
S;2018.01.20;35;22
U;2018.01.20;23;33
S;2018.01.20;10;68
U;2018.01.20;45;61
U;2018.01.20;1;39
S;2018.01.20;8;70
S;2018.01.20;2;30
U;2018.01.20;24;36
U;2018.01.20;36;28
U;2018.01.20;18;18
U;2018.01.20;5;72
S;2018.01.20;45;21
U;2018.01.20;14;37
U;2018.01.20;9;67
S;2018.01.20;34;68
S;2018.01.20;32;60
U;2018.01.20;12;66
S;2018.01.20;29;13
S;2018.01.20;21;1
S;2018.01.20;23;80
S;2018.01.20;24;39
S;2018.01.20;46;73
S;2018.01.20;13;29
U;2018.01.20;48;34
U;2018.01.20;37;90
U;2018.01.20;46;66
U;2018.01.20;15;55
S;2018.01.20;2;5
U;2018.01.21;8;94
S;2018.01.21;19;66
U;2018.01.21;37;72
S;2018.01.21;48;63
S;2018.01.21;6;79
U;2018.01.21;43;81
S;2018.01.21;5;62
U;2018.01.21;42;77
U;2018.01.21;42;9
U;2018.01.21;29;37
U;2018.01.21;6;33
S;2018.01.21;48;61
S;2018.01.21;25;51
U;2018.01.21;2;44
U;2018.01.21;1;60
U;2018.01.21;40;92
U;2018.01.21;31;41
U;2018.01.21;33;96
U;2018.01.21;9;71
U;2018.01.21;42;88
U;2018.01.21;46;13
S;2018.01.21;16;63
U;2018.01.21;19;21
S;2018.01.21;4;85
U;2018.01.21;3;91
U;2018.01.21;10;32
U;2018.01.21;44;29
U;2018.01.21;46;40
U;2018.01.21;20;54
U;2018.01.21;40;60
S;2018.01.21;35;15
U;2018.01.21;31;88
U;2018.01.22;8;46
U;2018.01.22;12;30
S;2018.01.22;28;35
U;2018.01.22;38;17
S;2018.01.22;36;20
S;2018.01.22;37;27
U;2018.01.22;1;44
U;2018.01.22;23;40
S;2018.01.22;46;91
U;2018.01.22;1;83
U;2018.01.22;14;75
S;2018.01.22;28;37
S;2018.01.22;46;12
U;2018.01.22;5;17
S;2018.01.22;40;5
U;2018.01.22;21;40
U;2018.01.22;44;37
U;2018.01.22;40;63
U;2018.01.22;27;53
U;2018.01.22;47;14
S;2018.01.22;13;50
U;2018.01.22;35;65
U;2018.01.22;32;85
U;2018.01.22;41;94
S;2018.01.22;11;96
U;2018.01.22;10;36
S;2018.01.22;20;32
U;2018.01.22;37;48
S;2018.01.22;25;10
U;2018.01.22;4;13
U;2018.01.22;9;38
U;2018.01.22;34;38
U;2018.01.22;23;25
S;2018.01.23;27;10
U;2018.01.23;7;10
U;2018.01.23;31;9
U;2018.01.23;4;12
U;2018.01.23;23;95
U;2018.01.23;35;88
S;2018.01.23;45;19
U;2018.01.23;27;60
U;2018.01.23;38;44
U;2018.01.23;20;9
S;2018.01.23;21;81
U;2018.01.23;48;59
S;2018.01.23;2;99
U;2018.01.23;43;83
U;2018.01.23;21;33
U;2018.01.23;46;4
U;2018.01.23;4;77
S;2018.01.23;9;70
U;2018.01.23;42;43
S;2018.01.23;21;47
U;2018.01.23;11;44
U;2018.01.23;42;62
S;2018.01.23;3;77
S;2018.01.23;25;32
S;2018.01.23;24;90
S;2018.01.23;27;57
U;2018.01.23;19;43
S;2018.01.23;27;76
S;2018.01.23;22;28
S;2018.01.23;45;68
S;2018.01.23;6;15
S;2018.01.23;50;3
U;2018.01.23;30;23
S;2018.01.23;41;84
S;2018.01.23;6;7
S;2018.01.23;48;85
U;2018.01.23;48;12
S;2018.01.23;18;54
S;2018.01.23;30;55
U;2018.01.23;33;96
U;2018.01.23;1;14
S;2018.01.23;33;7
U;2018.01.24;5;6
S;2018.01.24;39;25
S;2018.01.24;28;40
U;2018.01.24;4;63
U;2018.01.24;13;51
S;2018.01.24;17;48
U;2018.01.24;3;56
S;2018.01.24;37;79
U;2018.01.24;18;14
S;2018.01.24;8;37
U;2018.01.24;22;50
S;2018.01.24;50;71
U;2018.01.24;25;52
S;2018.01.24;45;57
S;2018.01.24;45;46
U;2018.01.24;33;8
S;2018.01.24;37;26
S;2018.01.24;30;59
S;2018.01.24;18;44
U;2018.01.24;20;89
U;2018.01.24;4;11
U;2018.01.24;2;8
S;2018.01.24;3;20
S;2018.01.24;42;36
U;2018.01.24;2;60
S;2018.01.24;15;73
U;2018.01.24;27;68
U;2018.01.24;50;71
U;2018.01.24;24;82
U;2018.01.24;33;5
S;2018.01.24;18;56
U;2018.01.24;40;6
U;2018.01.24;17;13
U;2018.01.24;8;30
S;2018.01.24;22;7
U;2018.01.24;19;95
U;2018.01.24;49;79
U;2018.01.24;2;39
S;2018.01.24;49;49
S;2018.01.24;13;28
U;2018.01.24;49;64
U;2018.01.24;11;5
S;2018.01.24;19;60
U;2018.01.25;15;10
S;2018.01.25;36;42
S;2018.01.25;48;32
U;2018.01.25;23;78
U;2018.01.25;33;78
U;2018.01.25;42;55
U;2018.01.25;39;30
S;2018.01.25;6;24
S;2018.01.25;43;2
S;2018.01.25;22;77
S;2018.01.25;47;36
S;2018.01.25;44;12
U;2018.01.25;35;82
S;2018.01.25;12;54
U;2018.01.25;43;82
U;2018.01.25;48;75
U;2018.01.25;47;54
U;2018.01.25;28;55
U;2018.01.25;39;73
S;2018.01.25;41;10
S;2018.01.25;25;57
U;2018.01.25;21;30
U;2018.01.25;17;15
U;2018.01.25;40;55
S;2018.01.25;22;73
U;2018.01.25;20;66
U;2018.01.25;1;46
S;2018.01.25;16;33
S;2018.01.25;8;36
U;2018.01.25;17;95
U;2018.01.25;39;32
U;2018.01.25;36;67
U;2018.01.25;33;94
S;2018.01.25;14;66
S;2018.01.25;23;72
S;2018.01.25;17;83
U;2018.01.25;30;73
U;2018.01.25;13;90
U;2018.01.25;7;6
U;2018.01.25;31;4
U;2018.01.25;45;62
S;2018.01.25;17;40
U;2018.01.25;39;31
U;2018.01.25;47;33
U;2018.01.25;47;31
U;2018.01.25;37;65
U;2018.01.25;4;15
U;2018.01.26;30;58
U;2018.01.26;2;6
U;2018.01.26;8;67
U;2018.01.26;1;53
U;2018.01.26;6;46
S;2018.01.26;18;94
S;2018.01.26;10;14
U;2018.01.26;43;4
S;2018.01.26;9;24
U;2018.01.26;33;16
U;2018.01.26;50;80
U;2018.01.26;29;48
U;2018.01.26;20;66
U;2018.01.26;3;28
U;2018.01.26;22;37
U;2018.01.26;20;17
S;2018.01.26;34;91
U;2018.01.26;14;33
U;2018.01.26;5;44
U;2018.01.26;23;27
S;2018.01.26;21;53
S;2018.01.26;11;97
S;2018.01.26;1;83
U;2018.01.26;40;76
U;2018.01.26;5;6
S;2018.01.26;43;68
S;2018.01.26;32;14
S;2018.01.26;4;85
U;2018.01.26;50;51
U;2018.01.26;25;24
U;2018.01.26;23;66
S;2018.01.26;8;9
S;2018.01.26;46;11
S;2018.01.26;36;68
S;2018.01.26;1;31
U;2018.01.26;21;27
U;2018.01.26;3;14
U;2018.01.26;47;57
U;2018.01.26;48;58
S;2018.01.26;11;42
S;2018.01.26;40;63
S;2018.01.26;3;14
S;2018.01.26;1;78
U;2018.01.26;45;10
U;2018.01.27;4;2
U;2018.01.27;32;98
U;2018.01.27;40;53
U;2018.01.27;4;82
S;2018.01.27;46;4
U;2018.01.27;21;84
S;2018.01.27;29;61
S;2018.01.27;17;26
U;2018.01.27;30;64
S;2018.01.27;49;31
S;2018.01.27;10;68
S;2018.01.27;9;99
S;2018.01.27;29;18
U;2018.01.27;9;14
U;2018.01.27;8;24
S;2018.01.27;43;73
U;2018.01.27;45;7
S;2018.01.27;17;70
U;2018.01.27;23;74
U;2018.01.27;48;90
S;2018.01.27;12;59
U;2018.01.27;37;25
U;2018.01.27;20;44
U;2018.01.27;15;18
U;2018.01.27;5;1
S;2018.01.27;21;12
S;2018.01.27;9;11
S;2018.01.27;23;47
U;2018.01.27;42;68
U;2018.01.27;25;70
S;2018.01.27;9;58
S;2018.01.27;38;9
S;2018.01.27;48;55
S;2018.01.27;1;100
S;2018.01.27;42;55
U;2018.01.27;9;30
U;2018.01.27;43;97
S;2018.01.27;10;39
U;2018.01.28;12;100
S;2018.01.28;17;17
S;2018.01.28;35;39
U;2018.01.28;27;11
U;2018.01.28;25;90
U;2018.01.28;26;14
U;2018.01.28;12;9
S;2018.01.28;21;73
U;2018.01.28;8;55
U;2018.01.28;33;86
S;2018.01.28;34;70
U;2018.01.28;46;34
U;2018.01.28;14;56
U;2018.01.28;35;60
U;2018.01.28;18;73
U;2018.01.28;31;78
U;2018.01.28;18;26
U;2018.01.28;42;94
S;2018.01.28;37;33
U;2018.01.28;44;8
U;2018.01.28;48;90
U;2018.01.28;25;22
U;2018.01.28;34;41
S;2018.01.28;23;3
U;2018.01.28;23;35
U;2018.01.28;29;42
S;2018.01.28;24;13
U;2018.01.28;36;8
U;2018.01.28;49;6
U;2018.01.28;3;44
U;2018.01.28;37;8
U;2018.01.28;8;51
U;2018.01.28;30;25
U;2018.01.28;24;85
U;2018.01.28;48;39
U;2018.01.28;28;81
